광주은행이요	SS_BRAND-B
네 지갑에 신분증, 중소기업은행카드,비자카드 다 있는데	O O O SS_BRAND-B O O
제가 국민은행 체크카드를 분실을 했었는데요	O SS_BRAND-B O O O
아니면 수협에서 교통카드 가맹점으로 통보가 잘 이루어지지 않을수도 있습니다	O SS_BRAND-B O O O O O O O
카카오뱅크입니다.	SS_BRAND-B
대구은행입니다.	SS_BRAND-B
네 고객님 재발급원하시나요?	O O O
안녕하세요	O
제주은행이죠	SS_BRAND-B
여보세요 제주은행이죠	O SS_BRAND-B
안녕하세요	O
우리은행 고객센터죠?	SS_BRAND-B O
무슨동에 전북은행이 있나요?	O SS_BRAND-B O
부산은행이죠?	SS_BRAND-B
제가 제주은행에서 가상계좌를 사용하고 있는데 이체가 안되어서 연체중이라고합니다.	O SS_BRAND-B O O O O O O
고객님 죄송합니다.	O O
대구은행과 외한은행이 통합데면서 시스템이 오류가 있었습니다.	SS_BRAND-B O O O O O
얼릉해주세요	O
카드사용도 카카오뱅크이니깐요?	O SS_BRAND-B
제주은행입니다	SS_BRAND-B
안녕하세요	O
전북은행이죠?	SS_BRAND-B
제카드가 복제가 된거 같은데요?	O O O O
고객님 가까운 수협에 방문하셔서 사고 보상신청서를 작성해주시겠습니까?	O O SS_BRAND-B O O O O
한국산업은행에서 진위확인후 바로 처리해 주시나요?	SS_BRAND-B O O O O
확인이 되면 보험회사에서 80% 하나은행에서20% 부담해서 보상진행됩니다.	O O O O SS_BRAND-B O O
하나은행에서 발급한 하나원체크카드 맞으시죠?	SS_BRAND-B O O O
제 국민은행 통장이 대포통장으로 쓰여서 돈이 출금됬으니 확인바란다고 합니다.	O SS_BRAND-B O O O O O O O
신한은행 중 출금 계좌번호와 비밀번호, 보안매체, 본인인증이 필요합니다.	SS_BRAND-B O O O O O O O
그럼 신한은행에서는 어떤 업무들이 제한되나요?	O SS_BRAND-B O O O
전북은행 이용중인데요	SS_BRAND-B O
해킹이 된 것 같아요.	O O O O
29살입니다.	SS_AGE-B
성함이랑,생년월일이 어떻게 되십니까?	O O O
하병호이구요, 2001년02월,12일입니다	SS_NAME-B ID_INUM-B
고객님, 성함이랑 생년월일 부탁드립니다	O O O O
김지아이구요, 1947년03월,16일입니다	SS_NAME-B ID_INUM-B
고객님, 성함이랑 생년월일 부탁드립니다	O O O O
홍대선이구요, 1940년08월,01일입니다	SS_NAME-B ID_INUM-B
성함이랑 생년월일 가르쳐 주시겠습니까?	O O O O
서성원이구요, 1993년12월,16일입니다	SS_NAME-B ID_INUM-B
고객님, 성함이랑 생년월일 부탁드립니다	O O O O
심신지이구요, 1967년09월,09일입니다	SS_NAME-B ID_INUM-B
고객님, 성함이랑 생년월일 부탁드립니다	O O O O
류원주이구요, 2012년02월,04일입니다	SS_NAME-B ID_INUM-B
고객님, 성함이랑 생년월일 부탁드립니다	O O O O
문태욱이구요, 1944년04월,09일입니다	SS_NAME-B ID_INUM-B
고객님 성함과 생년월일은 어떻게 되실까요?	O O O O O
김지아이구요, 1960년06월,21일입니다	SS_NAME-B ID_INUM-B
고객님, 주소지가 대전광여시 남구 구암두문로 그다음 어떻게 되시나요?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O
데시앙아파트 183동9929호입니다	AD_DETAIL-B AD_DETAIL-I
고객님 성함와 생년월일이 어떻게 되십니까?	O O O O O
안용태이구요, 1930년03월,21일입니다	SS_NAME-B ID_INUM-B
고객님 주소지가 대전광역시 남구 한산일주로 그 뒤로 어떻게 되십니까?	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
위브아파트 722동3430호입니다	AD_DETAIL-B AD_DETAIL-I
고객님,성함,생년월일이 어떻게 됩니까??	O O O
이대웅이구요, 1962년09월,26일입니다	SS_NAME-B ID_INUM-B
현재 주소지가 대구광역시 남구 현곡산단로 그뒤 나머지주소가 어떻게 되시요	O O AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
푸르지오아파트 465동3283호입니다	AD_DETAIL-B AD_DETAIL-I
고객님 성함과생년월일이 어떻게 되시나요?	O O O O
추서하이구요, 1956년07월18일입니다	SS_NAME-B ID_INUM-B
고객님 성함이랑 생년월일이 어떻게 되실까요?	O O O O O
봉소훈이구요, 생년월일은 1938년 08월 16입니다.	SS_NAME-B O ID_INUM-B ID_INUM-I ID_INUM-I
네 고객님 현재주소는 광주광역시 e편한세상 아파트그뒤로 어떻게 됩니까?	O O O AD_ADDRESS-B AD_DETAIL-B O O O
e편한세상아파트 582동9316호입니다	AD_DETAIL-B AD_DETAIL-I
생년월일은 어떻게되나요?	O O
2002년 04월 18입니다.	ID_INUM-B ID_INUM-I ID_INUM-I
휴대폰 번호가 494-1957 그다음이 어떻게 되시나요?	O O ID_PHONE-B O O O
9475입니다.	ID_PHONE-B
성함과 주민번호 앞자리 부탁드려요?	O O O O
남궁성하이구요	SS_NAME-B
840710 입니다.	ID_INUM-B O
주민번호가 어떻게 되나요?	O O O
480819-4416018입니다.	ID_INUM-B
네 생년월일 말씀해 주시겠어요?	O O O O
1969년 10월 12일	ID_INUM-B ID_INUM-I ID_INUM-I
네~ 고객님 생년월일 불러 주시겠어요?	O O O O O
1951년 09월 02일 입니다.	ID_INUM-B ID_INUM-I ID_INUM-I O
피보험자, 즉 아이주민번호 알려주세요.	O O O O
네 420921-2687163 입니다.	O ID_INUM-B O
고객님의 성함과 주민번호 말씀해 주시겠어요?	O O O O O
정형기인데요.	SS_NAME-B
461128-1706656인데요.	ID_INUM-B
콜센터 전화번호는요?	O O
7311-0100입니다.	ID_PHONE-B
성함과 주민등록번호를 불러주세요	O O O
제 이름은 사공우주이구요	O O SS_NAME-B
820326-4340980	ID_INUM-B
성함과 주민번호를 말씀해 주세요	O O O O
이름은허창욱 주민번호 3212162827534	SS_NAME-B O ID_INUM-B
성함과 주민등록번호 입니다.	O O O
이름은 이연준고 9312123614016입니다.	O SS_NAME-B ID_INUM-B
고객님의 성함과 주민번호를 불러 주시겠습니까?	O O O O O
내정선재이고 4907152010939 요	SS_NAME-B ID_INUM-B O
콜센터 전화번호 알려주세요	O O O
1526-0956입니다.	ID_PHONE-B
생년월일?	O
2021년12월13일	ID_INUM-B
주민번호 앞자리요?	O O
670323 입니다.	ID_INUM-B O
가입자분 주소 경기도 부천시 뜨란채아파트?	O O O O O
1840동 571호 입니다.	AD_DETAIL-B AD_DETAIL-I O
자녀분 생년월일이요?	O O
1982년 11월 14일 입니다.	ID_INUM-B ID_INUM-I ID_INUM-I O
사업자번호요?	O
956-63-08675입니다.	ID_INUM-B
주민등록번호요?	O
510323 입니다.	ID_INUM-B O
네 가입자분 성함이랑 생년월일 .	O O O O O
남궁현정이고 330602입니다.	SS_NAME-B ID_INUM-B
생년월일 부탁드립니다	O O
21년 11월 22일 입니다.	ID_INUM-B ID_INUM-I ID_INUM-I O
생년월일이 어떻게 되시나요?	O O O
67년 10월 26일 입니다.	ID_INUM-B ID_INUM-I ID_INUM-I O
거주하고 계신곳의 주소가 서울시 강서구 마곡동 그다음이 어떻게 되시나요?	O O O O O O O O O
래미안아파트 952동 338입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
성함과 생년월일 부탁드립니다.	O O O
노동현 87년 01월 12일 입니다.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I O
살고계신 주소가 마곡동 리슈빌아파트 몇동 몇호이신가요?	O O O AD_DETAIL-B O O
5004동 184호입니다.	AD_DETAIL-B AD_DETAIL-I
콜센터 전화가 어떻게 되죠?	O O O O
6986-2131 입니다.	ID_PHONE-B O
성함과 생년월일 부탁드립니다.	O O O
한인수 1980년 09월 04일 입니다.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I O
성함과 생년월일 부탁드립니다.	O O O
정성근 1938년 12월 25일 입니다.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I O
팩스번호 부탁해요.	O O
8721-3424입니다	ID_PHONE-B
성함과 생년월일 부탁드립니다.	O O O
김선혜 64년 05월 17일 입니다.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I O
성함과 생년월일 정보 부탁드립니다.	O O O O
봉우진 1954년 09월 14일 입니다.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I O
팩스가 편하겠네요.	O O
번호 부탁해요.	O O
982-7952입니다	ID_PHONE-B
성함과 생년월일 부탁드립니다.	O O O
임지호 60년 05월 25일 입니다.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I O
성함과 생년월일 부탁드립니다.	O O O
강동욱 840501입니다.	SS_NAME-B ID_INUM-B
아참 팩스번호 알려주세요?	O O O
네 02)474-4153 입니다	O ID_PHONE-B O
팩스번호 알려주시겠어요?	O O
177-7619입니다	ID_PHONE-B
서류 보내시고 한번더 전화주시면 감사하겠습니다.	O O O O O
고객님 성함과 연락처 부탁드립니다.	O O O O
풍경현 입니다.	SS_NAME-B O
전번은 3255-2057입니다.	O ID_PHONE-B
생년월일을 .	O O
1982년 02월 06입니다.	ID_INUM-B ID_INUM-I ID_INUM-I
상세 주소도 알려주시겠어요?	O O O
아이파크아파트 122동 2843호입니다.	AD_DETAIL-B AD_DETAIL-I AD_DETAIL-I
팩스번호가 뭐에요?	O O
6110-3086-8049입니다.	ID_PHONE-B
혹시 연락처도 알려주실 수 있으세요?	O O O O O
네, 0855-8815입니다.	O ID_PHONE-B
생년월일이 어떻게 되시나요?	O O O
2011년 05월 31입니다.	ID_INUM-B ID_INUM-I ID_INUM-I
생년월일 여섯자리 .	O O O
511113요.	ID_INUM-B
홈페이지에서 조회가 불가하신 경우는 고객콜센터에서 확인하실 수 있습니다.	O O O O O O O O
아 5524-3424 여기요? 알겠습니다.	O ID_PHONE-B O O
생년월일과 차량번호 .	O O O
210227이고요 20가0104입니다.	ID_INUM-B O
성함과 생년월일이 어떻게 되시나요?	O O O O
배윤성이고 66년 05월 27일이요.	SS_NAME-B ID_INUM-B ID_INUM-I ID_INUM-I
주민번호 앞자리 알려주세요?	O O O
490721입니다.	ID_INUM-B
성함하고 주민번호 앞자리 알려주세요	O O O O
오수경이고 380313입니다.	SS_NAME-B ID_INUM-B
생년월일 알려주세요?	O O
200209입니다.	ID_INUM-B
생년월일 알려주세요?	O O
910329입니다.	ID_INUM-B
인적사항알려주시겠어요?	O
남준성입니다 671-3542입니다	SS_NAME-B ID_PHONE-B
팩스번호알려주실수있나요?	O
884-3794입니다	ID_PHONE-B
콜센타번호가 뭔가요?	O O
9841-8283입니다	ID_PHONE-B
팩스는요?	O
6566-123-5348	ID_PHONE-B
생년월일 알려주세요?	O O
2022년 04월 29입니다	ID_INUM-B ID_INUM-I ID_INUM-I
생년월일 알려주세요?	O O
1939년 05월 12입니다.	ID_INUM-B ID_INUM-I ID_INUM-I
고객님 주민등록번호 뒷자리 어떻게되시죠?	O O O O
1800092 입니다.	ID_INUM-B O
고객님 주소 확인 부탁 드립니다.	O O O O O
전북 완주시 광산구 다음 주소가 어떻게 되시나요?	AD_ADDRESS-B AD_ADDRESS-I AD_ADDRESS-I O O O O
한라비발디아파트 909동8761호입니다.	AD_DETAIL-B AD_DETAIL-I
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
3403946 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
2637745 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
2484895 입니다.	ID_INUM-B O
고객님 거주지가 광주광역시 삼양1동 다음 어떻게되시죠?	O O AD_ADDRESS-B AD_ADDRESS-I O O
코아루아파트 838동1222호입니다.	AD_DETAIL-B AD_DETAIL-I
고객님 주민등록번호 뒷자리 어떻게되시죠?	O O O O
4256497 입니다.	ID_INUM-B O
주소 확인할계요?	O O
경기도 파주시 문경면위브아파트 396동4795호입니다.	AD_ADDRESS-B AD_ADDRESS-I AD_DETAIL-B AD_DETAIL-I
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
4445915 입니다.	ID_INUM-B O
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
4112427 입니다.	ID_INUM-B O
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
1898644 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
3472513 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
1833673 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
4635510 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
2524928 입니다.	ID_INUM-B O
주소가 아산시 야탑동 다음주소가요?	O AD_ADDRESS-B AD_ADDRESS-I O
호반베르디움아파트 050동5577호입니다.	AD_DETAIL-B AD_DETAIL-I
주민등록번호 뒷자리7자리가요?	O O
2909588입니다.	ID_INUM-B
도남동 다음주소가 어떻게되시죠?	AD_ADDRESS-B O O
롯데캐슬아파트 965동0452호입니다.	AD_DETAIL-B AD_DETAIL-I
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
4942620입니다.	ID_INUM-B
도곡2동 다음주소가 어떻게되시죠?	AD_ADDRESS-B O O
한화포레나아파트 200동1111호입니다.	AD_DETAIL-B AD_DETAIL-I
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
2279565 입니다	ID_INUM-B O
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
3219106입니다.	ID_INUM-B
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
3704576입니다.	ID_INUM-B
서곡동다음주소가 어떻게되시죠?	AD_ADDRESS-B O
더플래티넘아파트 347동6730호입니다.	AD_DETAIL-B AD_DETAIL-I
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
2523304입니다.	ID_INUM-B
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
3439210입니다.	ID_INUM-B
주민등록번호 뒷자리7자리 ?	O O O
2286134입니다.	ID_INUM-B
병산동 다음주소가 어떻게되시죠?	AD_ADDRESS-B O O
우미린아파트 081동1314호입니다.	AD_DETAIL-B AD_DETAIL-I
고객님 주민등록번호 뒷자리	O O O
3450623 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리는요?	O O O
1848195 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리	O O O
4652646 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리 7자리	O O O O
2175519 입니다.	ID_INUM-B O
주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O
4771210입니다	ID_INUM-B
주민등록번호 뒷자리 얘기해주세요	O O O
2350055 입니다.	ID_INUM-B O
주민등록번호 뒷자리 얘기해주세요	O O O
1822982 입니다.	ID_INUM-B O
가입자분 주민등록번호 뒷자리 어떻게 되시죠?	O O O O O
4390539 입니다.	ID_INUM-B O
가입자분 주민등록번호 뒷자리 어떻게 되시죠?	O O O O O
4819366 입니다.	ID_INUM-B O
가입자분 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
2112442 입니다.	ID_INUM-B O
가입자분 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
3038077 입니다.	ID_INUM-B O
계약자님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
2181558 입니다.	ID_INUM-B O
계약자님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
2367695 입니다	ID_INUM-B O
계약자님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
2935420 입니다.	ID_INUM-B O
계약자님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
4242406 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
3001292 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
1810181 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
2428238 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리 7자리 어떻게 되시죠?	O O O O O O
4746176 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
4146826 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
3895131 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
4077021 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
4480912 입니다.	ID_INUM-B O
고객님 주민등록번호 뒷자리7자리가 어떻게되시죠?	O O O O
2844801 입니다.	ID_INUM-B O
고객님 주민등록번호뒷자리가 어떻게되시죠?	O O O
2563670 입니다	ID_INUM-B O
고객님 주민등록번호뒷자리가 어떻게되시죠?	O O O
3209672 입니다	ID_INUM-B O
고객님 주민등록번호 뒷자리 6자리 불러주세요	O O O O O
2570128 입니다	ID_INUM-B O
고객님 주민등록번호뒷자리가 어떻게 되시나요?	O O O O
2456178 입니다	ID_INUM-B O
고객님 주민등록번호 뒷자리 6자리 불러주세요	O O O O O
4060799 입니다	ID_INUM-B O
고객님 주민등록번호 뒷자리 6자리 어떻게 되나요?	O O O O O O
4457525 입니다	ID_INUM-B O
고객님 주민등록번호 6자리 어떻게 되나요?	O O O O O
2397485 입니다	ID_INUM-B O
고객님 주민등록번호뒷자리가 6자리가어떻게 되시나요?	O O O O
1950916요.	ID_INUM-B
고객님 주민등록번호뒷자리가 어떻게되시죠?	O O O
2264826요.	ID_INUM-B
고객님 주민등록번호뒷자리가 어떻게 되시나요?	O O O O
2901836요.	ID_INUM-B
고객님 주민등록번호뒷자리가 어떻게되시죠?	O O O
2217549요.	ID_INUM-B
고객님 주민등록번호뒷자리가 어떻게 되시나요?	O O O O
